City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
336,Ishinomaki,JP,38.4167,141.3,41.02,74,76,25.19,broken clouds
337,Ostrovnoy,RU,68.0531,39.5131,29.39,90,100,18.68,overcast clouds
338,Lasa,IT,46.6166,10.7002,40.08,83,40,7.81,scattered clouds
339,Tucuman,AR,-26.8241,-65.2226,93.2,49,40,3.44,scattered clouds
340,Birao,CF,10.2849,22.7882,79.41,24,51,6.04,broken clouds
341,Acapulco,MX,16.8634,-99.8901,87.62,66,1,2.3,clear sky
342,Taldan,RU,53.6667,124.8,-8.68,89,31,1.52,scattered clouds
343,Porto Novo,BJ,6.4965,2.6036,85.82,76,58,9.06,broken clouds
344,Botro,CI,7.8525,-5.3106,86.07,31,75,1.14,broken clouds
345,Yueyang,CN,29.3333,113.0919,46.42,85,64,6.22,broken clouds
346,Gibara,CU,21.1097,-76.1317,88.92,59,7,16.02,clear sky
347,Luderitz,NA,-26.6481,15.1594,64.24,79,0,14.25,clear sky
348,Harper,LR,4.375,-7.7169,81.37,78,46,8.84,scattered clouds
349,Coquimbo,CL,-29.9533,-71.3436,69.53,52,20,14.97,few clouds
350,Provideniya,RU,64.3833,-173.3,-10.17,89,51,6.08,broken clouds
351,Taiobeiras,BR,-15.8078,-42.2331,77.49,69,92,9.15,overcast clouds
352,Tepeaca,MX,18.9667,-97.9,69.78,43,18,5.77,few clouds
353,Delta Del Tigre,UY,-34.7633,-56.3853,82.81,57,75,12.66,broken clouds
354,Nisia Floresta,BR,-6.0911,-35.2086,88.61,54,41,13.27,scattered clouds
355,Algiers,DZ,36.7525,3.042,51.62,76,20,2.3,few clouds
356,Evensk,RU,61.95,159.2333,10.2,49,100,24.43,overcast clouds
357,Karatuzskoye,RU,53.6072,92.8667,25.43,70,100,12.93,light snow
358,Mahon,ES,39.8885,4.2658,48.76,87,20,3.44,few clouds
359,El Higo,MX,21.7667,-98.4667,66.54,33,96,5.57,overcast clouds
360,Alamor,EC,-4.0181,-80.0197,63.64,65,82,5.75,light rain
361,Lesnoy,RU,57.6198,63.0784,18.91,68,20,9.75,few clouds
362,Palmas Bellas,PA,9.2319,-80.0867,88.34,73,23,10.71,few clouds
363,Lebu,CL,-37.6167,-73.65,58.19,57,6,9.86,clear sky
364,Senanga,ZM,-16.1167,23.2667,81.79,43,100,7.67,overcast clouds
365,Nizhniy Odes,RU,63.6445,54.856,10.62,90,82,6.69,broken clouds
366,Urubicha,BO,-15.3833,-62.95,79.09,96,100,4.85,moderate rain
367,Takayama,JP,36.1333,137.25,41.29,99,100,6.46,overcast clouds
368,Doda,IN,33.1333,75.5667,49.19,36,100,2.64,overcast clouds
369,Ambilobe,MG,-13.2,49.05,76.6,72,67,3.91,broken clouds
370,Gazli,UZ,40.1333,63.45,45.18,82,79,7.23,broken clouds
371,Brewster,US,41.3973,-73.6171,48.15,37,1,1.01,clear sky
372,Sibolga,ID,1.7427,98.7792,76.96,89,100,2.95,overcast clouds
373,Haifa,IL,32.8156,34.9892,72.54,28,0,14.97,clear sky
374,Ngunguru,NZ,-35.6167,174.5,70.16,93,100,6.98,light rain
375,Ahuimanu,US,21.4447,-157.8378,74.91,76,75,13.8,broken clouds
376,Jalu,LY,29.0331,21.5482,58.35,29,52,5.66,broken clouds
377,Uchiza,PE,-8.4592,-76.4633,83.57,77,87,2.3,overcast clouds
378,Margate,GB,51.3813,1.3862,53.96,89,92,1.99,overcast clouds
379,Ugoofaaru,MV,5.6667,73.0,82.29,76,98,10.98,overcast clouds
380,Lagoa,PT,39.05,-27.9833,57.47,51,98,28.3,overcast clouds
381,Honiara,SB,-9.4333,159.95,78.48,91,100,3.87,overcast clouds
382,Abnub,EG,27.2696,31.1511,69.04,36,100,5.93,overcast clouds
383,Iroquois Falls,CA,48.7669,-80.6831,30.34,88,100,11.45,overcast clouds
384,Gondanglegi,ID,-7.7479,112.0132,75.88,92,72,7.56,broken clouds
385,Nouakchott,MR,18.0858,-15.9785,89.53,27,62,10.11,broken clouds
386,Shieli,KZ,44.1667,66.75,38.28,97,100,2.64,overcast clouds
387,Sfantu Gheorghe,RO,45.8667,25.7833,49.57,59,50,2.73,scattered clouds
388,Lorengau,PG,-2.0226,147.2712,82.2,84,87,10.94,overcast clouds
389,Beloha,MG,-25.1667,45.05,75.4,76,81,11.61,broken clouds
390,Fairbanks,US,64.8378,-147.7164,-6.77,73,1,0.0,light snow
391,Yafran,LY,32.0633,12.5286,47.82,58,61,8.95,broken clouds
392,Chauk,MM,20.8833,94.8167,70.18,60,5,5.53,clear sky
393,Le Port,RE,-20.9373,55.2919,78.8,76,94,8.66,overcast clouds
394,Bathsheba,BB,13.2167,-59.5167,77.61,83,75,25.32,broken clouds
395,Puerto Narino,CO,-3.7703,-70.3831,89.55,74,93,2.75,overcast clouds
396,Taoudenni,ML,22.6783,-3.9836,75.06,11,58,11.36,broken clouds
397,San Carlos Del Zulia,VE,9.0,-71.9135,89.89,47,63,4.81,broken clouds
398,Levelland,US,33.5873,-102.378,60.19,16,0,16.51,clear sky
399,Trairi,BR,-3.2778,-39.2689,87.6,55,50,16.13,scattered clouds
400,Kaka,TM,37.3482,59.6143,49.78,66,38,2.35,scattered clouds
401,Brae,GB,60.3964,-1.353,46.31,78,100,12.17,overcast clouds
402,Jiangyou,CN,31.7667,104.7167,47.39,72,100,4.34,overcast clouds
403,Rocha,UY,-34.4833,-54.3333,81.43,47,35,13.15,scattered clouds
404,Quartz Hill,US,34.6453,-118.2181,59.25,36,7,1.01,clear sky
405,Tevaitoa,PF,-16.7833,-151.5,80.56,73,85,11.52,overcast clouds
406,Shimoda,JP,34.6667,138.95,54.1,61,3,26.64,clear sky
407,Nishihara,JP,26.1842,127.7558,69.08,64,75,18.41,broken clouds
408,Gbarnga,LR,6.9956,-9.4722,83.95,51,18,1.83,few clouds
409,Nioro,GM,13.35,-15.75,92.7,21,19,4.38,few clouds
410,Herat,AF,34.5,62.0,40.55,57,8,9.24,clear sky
411,Itarema,BR,-2.9248,-39.9167,87.21,59,82,19.51,broken clouds
412,Mae Hong Son,TH,19.3003,97.9685,67.37,83,18,2.04,few clouds
413,Oranjestad,AW,12.524,-70.027,85.95,70,40,4.0,scattered clouds
414,Ihosy,MG,-22.4,46.1167,71.08,69,0,12.41,clear sky
415,Karratha,AU,-20.7377,116.8463,90.09,22,2,12.48,clear sky
416,Wageningen,NL,51.9667,5.6667,52.11,96,90,6.91,mist
417,Sawtell,AU,-30.3833,153.1,62.62,88,75,10.36,broken clouds
418,Suntar,RU,62.1444,117.6319,-14.87,94,99,5.37,overcast clouds
419,Jumla,NP,29.2747,82.1838,38.25,40,33,4.9,scattered clouds
420,Codrington,AU,-38.2667,141.9667,64.38,38,57,9.42,broken clouds
421,China,MX,25.7,-99.2333,61.81,19,6,6.71,clear sky
422,Takoradi,GH,4.8845,-1.7554,81.54,80,73,9.91,broken clouds
423,Matagami,CA,49.7502,-77.6328,26.71,86,90,8.05,overcast clouds
424,Xiaoweizhai,CN,26.1903,107.5125,43.16,91,100,4.47,overcast clouds
425,Noumea,NC,-22.2763,166.4572,82.99,99,100,5.95,overcast clouds
426,Kieta,PG,-6.2167,155.6333,80.55,84,100,1.43,overcast clouds
427,Elizabeth City,US,36.2946,-76.2511,52.02,35,34,3.0,scattered clouds
428,Neijiang,CN,29.5835,105.0622,48.52,81,14,3.53,few clouds
429,Peringat,MY,6.0333,102.2833,76.95,94,20,2.3,few clouds
430,Daru,PG,-9.0763,143.2092,76.93,92,98,9.86,overcast clouds
431,Maun,BW,-19.9833,23.4167,74.1,65,98,1.86,light rain
432,Banjar,ID,-8.19,114.9675,80.46,91,100,4.94,overcast clouds
433,Bar Bigha,IN,25.2167,85.7333,60.49,41,1,3.29,clear sky
434,Huarmey,PE,-10.0681,-78.1522,73.36,72,51,11.34,broken clouds
435,Sabha,LY,27.0377,14.4283,55.99,34,2,4.18,clear sky
436,Sabinas Hidalgo,MX,26.5,-100.1667,62.44,22,0,4.9,clear sky
437,Sur,OM,22.5667,59.5289,72.34,57,2,7.81,clear sky
438,Eyl,SO,7.9803,49.8164,77.14,75,10,23.67,clear sky
439,Klaksvik,FO,62.2266,-6.589,43.72,73,100,18.41,overcast clouds
440,Port Hedland,AU,-20.3167,118.5667,84.25,84,2,6.91,clear sky
441,San Roque,ES,36.2107,-5.3842,59.83,82,20,11.5,few clouds
442,Itoman,JP,26.1247,127.6694,69.82,64,75,18.41,broken clouds
443,Hukuntsi,BW,-24.0,21.75,80.46,43,94,14.23,overcast clouds
444,Natal,BR,-5.795,-35.2094,88.45,70,40,18.41,scattered clouds
445,Omsukchan,RU,62.5333,155.8,-5.6,99,100,4.92,overcast clouds
446,Axim,GH,4.8699,-2.2405,81.34,79,73,7.76,broken clouds
447,Cheney,US,47.4874,-117.5758,38.25,89,75,14.97,broken clouds
448,Port Macquarie,AU,-31.4333,152.9167,60.89,88,15,9.37,few clouds
449,Moose Factory,CA,51.2585,-80.6094,19.4,79,90,6.91,overcast clouds
450,Kununurra,AU,-15.7667,128.7333,82.38,69,20,4.61,few clouds
451,Tsybli,UA,49.9948,31.5628,33.93,76,100,13.06,light snow
452,Champerico,GT,14.3,-91.9167,91.94,65,1,7.09,clear sky
453,Albina,SR,5.5,-54.05,74.57,98,100,2.77,overcast clouds
454,Tautira,PF,-17.7333,-149.15,82.42,78,36,11.36,light rain
455,San Quintin,MX,30.4833,-115.95,62.33,47,6,5.64,clear sky
456,Puerto El Triunfo,SV,13.2833,-88.55,92.26,53,0,7.9,clear sky
457,Manaure,CO,11.7751,-72.4445,84.81,61,100,11.59,overcast clouds
458,Itaituba,BR,-4.2761,-55.9836,91.56,55,40,5.75,scattered clouds
459,Cururupu,BR,-1.8283,-44.8683,88.66,55,80,8.28,broken clouds
460,Okha,RU,53.5739,142.9478,26.04,90,100,20.27,light snow
461,Beringovskiy,RU,63.05,179.3167,-25.74,94,64,9.42,broken clouds
462,Katobu,ID,-4.9408,122.5276,76.96,90,100,3.15,overcast clouds
463,Mecca,SA,21.4267,39.8261,75.42,60,44,2.42,scattered clouds
464,Lompoc,US,34.6391,-120.4579,62.56,64,1,3.44,clear sky
465,Shumikha,RU,55.2261,63.2961,11.61,84,36,8.43,scattered clouds
466,Castrillon,ES,43.3979,-6.7922,48.74,92,75,3.13,broken clouds
467,Ikornnes,NO,62.3873,6.557,44.74,78,100,1.01,overcast clouds
468,Baijiantan,CN,45.6333,85.1833,16.29,84,100,2.95,overcast clouds
469,Valdivia,CL,-39.8142,-73.2459,60.89,63,76,8.61,broken clouds
470,Cedar City,US,37.6775,-113.0619,41.4,39,1,8.05,clear sky
471,Aguimes,ES,27.9054,-15.4461,63.66,72,20,16.11,few clouds
472,Tangermunde,DE,52.5446,11.9765,41.14,56,100,1.01,overcast clouds
473,Yashalta,RU,46.3395,42.2762,33.58,68,96,19.89,overcast clouds
474,Ciudad Bolivar,VE,8.1222,-63.5497,79.66,76,100,9.33,overcast clouds
475,Novyy Yarychiv,UA,49.9044,24.3052,33.15,100,100,10.67,snow
476,Mount Isa,AU,-20.7333,139.5,64.17,32,0,3.44,clear sky
477,Morogoro,TZ,-6.8167,37.6667,70.84,93,47,4.47,moderate rain
478,Yanam,IN,16.7333,82.2167,76.53,74,21,7.81,light rain
479,Laguna,US,38.421,-121.4238,54.41,84,90,1.01,overcast clouds
480,Skjervoy,NO,70.0311,20.9714,32.18,96,100,10.65,light snow
481,Araouane,ML,18.9048,-3.5265,76.12,8,4,8.08,clear sky
482,Te Anau,NZ,-45.4167,167.7167,46.42,91,61,0.96,light rain
483,Vostok,RU,46.4856,135.8833,3.33,96,100,8.86,light snow
484,Tambun,ID,-6.2641,107.0712,80.04,77,100,2.01,overcast clouds
485,Vodnyy,RU,63.5046,53.4095,10.71,88,75,6.87,broken clouds
486,Arona,ES,28.0996,-16.681,62.82,65,75,3.0,broken clouds
487,Batsfjord,NO,70.6345,29.7185,28.4,87,100,16.42,overcast clouds
488,Anamur,TR,36.0751,32.8369,53.62,61,89,11.95,overcast clouds
489,Clarence Town,AU,-32.5833,151.7833,62.85,87,46,2.35,scattered clouds
490,Sanchursk,RU,56.9413,47.2499,9.1,91,46,7.31,scattered clouds
491,Muhos,FI,64.808,25.9931,29.7,96,100,4.92,overcast clouds
492,Arenal,CO,8.4593,-73.9433,91.38,44,69,5.59,broken clouds
493,Chokurdakh,RU,70.6333,147.9167,-35.18,96,100,1.61,overcast clouds
494,Alberdi,AR,-32.8899,-60.6906,96.26,24,55,5.97,moderate rain
495,Kambove,CD,-10.8764,26.5969,70.47,57,95,1.5,overcast clouds
496,Chara,RU,56.9064,118.2631,-15.07,90,98,0.63,overcast clouds
497,La Baneza,ES,42.3003,-5.8977,52.07,82,41,3.29,scattered clouds
498,Ghanzi,BW,-21.5667,21.7833,73.31,63,100,6.8,overcast clouds
499,Raudeberg,NO,61.9875,5.1352,42.96,85,100,7.0,overcast clouds
500,Bowen,AU,-20.0167,148.2333,79.39,72,39,12.57,scattered clouds
501,Kaeo,NZ,-35.1,173.7833,70.32,97,98,2.3,moderate rain
502,Whitehorse,CA,60.7161,-135.0538,-5.03,71,90,9.22,light snow
503,Senno,RU,59.5336,33.9167,24.51,94,96,6.49,overcast clouds
504,Bontang,ID,0.1333,117.5,76.57,90,90,5.14,overcast clouds
505,Vsetin,CZ,49.3387,17.9962,26.87,99,93,1.77,overcast clouds
506,Kerema,PG,-7.9631,145.7785,77.38,92,98,6.87,moderate rain
507,Kananga,CD,-5.8958,22.4178,71.22,96,85,2.66,light rain
508,Zhoucheng,CN,35.9122,116.3117,37.02,39,0,3.31,clear sky
509,Biak,ID,-0.9131,122.8766,77.41,84,99,3.04,overcast clouds
510,Tateyama,JP,34.9833,139.8667,54.01,64,10,13.96,clear sky
511,Nampula,MZ,-15.1165,39.2666,82.35,54,0,14.97,clear sky
512,Gerash,IR,27.6652,54.1371,48.34,29,3,1.34,clear sky
513,Intipuca,SV,13.1969,-88.0544,91.29,45,0,4.79,clear sky
514,Marawi,PH,7.9986,124.2928,67.64,97,70,1.32,broken clouds
515,Peniche,PT,39.3558,-9.3811,64.62,70,15,2.08,few clouds
516,Jacareacanga,BR,-6.2222,-57.7528,82.96,82,98,2.44,overcast clouds
517,Pasighat,IN,28.0667,95.3333,59.9,62,46,3.31,scattered clouds
518,Ternate,ID,0.8,127.4,81.82,81,95,8.43,overcast clouds
519,Ilfracombe,GB,51.2093,-4.1134,53.92,83,100,14.0,overcast clouds
520,Auki,SB,-8.7676,160.7034,77.5,90,100,5.95,overcast clouds
521,Falun,SE,60.6036,15.626,30.61,96,100,3.51,overcast clouds
522,Bismarck,US,46.8083,-100.7837,41.86,59,1,3.44,clear sky
523,Bud,US,39.447,-86.1758,48.83,47,17,13.22,few clouds
524,Makakilo City,US,21.3469,-158.0858,73.72,79,75,4.61,broken clouds
525,Wilmington,US,34.2257,-77.9447,59.86,55,54,1.99,broken clouds
526,Mahibadhoo,MV,3.7833,72.9667,81.88,75,100,12.03,overcast clouds
527,Manavalakurichi,IN,8.1333,77.3,78.89,83,82,10.98,broken clouds
528,Techiman,GH,7.5862,-1.9414,83.23,34,100,3.38,overcast clouds
529,Pangody,RU,65.85,74.4859,-25.51,100,36,4.54,scattered clouds
530,Vallenar,CL,-28.5708,-70.7581,82.31,19,0,13.71,clear sky
531,Casper,US,42.8666,-106.3131,40.01,45,1,34.52,clear sky
532,Filingue,NE,14.3521,3.3168,83.25,11,60,7.05,broken clouds
533,Berlevag,NO,70.8578,29.0864,28.4,91,100,14.45,light snow
534,Lago Da Pedra,BR,-4.3333,-45.1667,92.43,48,86,3.58,overcast clouds
535,Hofn,IS,64.2539,-15.2082,40.84,87,84,11.54,broken clouds
536,Novonikolsk,RU,43.8506,131.8645,13.78,62,14,15.79,few clouds
537,Saint-Ambroise,CA,48.5501,-71.3324,32.58,74,74,15.01,broken clouds
538,Amol,IR,36.4696,52.3507,54.75,89,100,3.69,overcast clouds
539,Pochutla,MX,15.7432,-96.4661,93.02,48,1,7.14,clear sky
540,Ler,SS,8.3018,30.1418,82.51,26,99,3.53,overcast clouds
541,Mpulungu,ZM,-8.7623,31.1141,77.72,64,67,7.25,broken clouds
542,Kantunilkin,MX,21.0917,-87.45,84.04,52,16,4.56,few clouds
543,Nantucket,US,41.2835,-70.0995,47.97,40,1,17.27,clear sky
544,Miles City,US,46.4083,-105.8406,51.51,45,1,12.66,clear sky
545,Half Moon Bay,US,37.4636,-122.4286,55.06,84,90,8.01,mist
546,Asyut,EG,27.181,31.1837,69.35,35,100,5.95,overcast clouds
547,Hualmay,PE,-11.0964,-77.6139,72.7,72,56,10.56,broken clouds
548,Koroni,GR,36.8,21.95,52.07,72,23,7.14,few clouds
549,Killybegs,IE,54.6333,-8.45,53.46,80,100,31.83,overcast clouds
550,Segou,ML,13.4317,-6.2157,86.04,10,100,6.51,overcast clouds
551,Sailana,IN,23.4667,74.9167,61.77,55,0,7.9,clear sky
552,Ola,RU,59.5833,151.2833,15.1,92,100,8.93,light snow
553,Waterboro,US,43.5356,-70.7151,46.33,32,1,1.01,clear sky
554,Gawler,AU,-34.6,138.7333,69.44,63,34,3.04,scattered clouds
555,Cabo San Lucas,MX,22.8909,-109.9124,78.51,66,20,3.0,few clouds
556,Lethem,GY,3.3803,-59.7968,88.25,56,97,10.69,light rain
557,Saint-Augustin,CA,51.226,-58.6502,37.09,95,100,21.63,overcast clouds
558,Maceio,BR,-9.6658,-35.7353,89.04,55,40,16.11,scattered clouds
559,Tual,ID,-5.6667,132.75,84.65,71,94,11.77,overcast clouds
560,Eufaula,US,31.8913,-85.1455,61.43,32,56,6.24,broken clouds
561,Russell,US,32.3502,-85.1999,60.39,50,1,4.61,clear sky
562,Hudiksvall,SE,61.729,17.1036,29.17,93,99,6.62,overcast clouds
563,Vagur,FO,61.4732,-6.8119,44.82,68,100,17.31,overcast clouds
564,Sangre Grande,TT,10.5835,-61.1177,79.93,90,97,6.2,overcast clouds
565,Thaton,MM,16.9206,97.3714,72.57,70,1,2.28,clear sky
566,Mogadishu,SO,2.0371,45.3438,79.79,83,42,20.56,scattered clouds
567,Kichera,RU,55.9375,110.0997,8.51,93,100,2.57,overcast clouds
568,Ravar,IR,31.2656,56.8055,47.64,44,0,3.36,clear sky
569,Sept-Iles,CA,50.2001,-66.3821,32.52,73,75,15.99,broken clouds
570,Port Hardy,CA,50.6996,-127.4199,37.76,100,90,8.05,light shower snow
571,Buraydah,SA,26.326,43.975,59.45,31,77,7.92,broken clouds
572,Mandiana,GN,10.6333,-8.6833,83.95,14,100,4.07,overcast clouds
573,Shakawe,BW,-18.3667,21.85,72.9,66,100,4.88,overcast clouds
574,Kenitra,MA,34.261,-6.5802,60.73,71,0,5.3,clear sky
575,Qinhuangdao,CN,39.9317,119.5883,26.08,34,0,6.46,clear sky
576,La Ronge,CA,55.1001,-105.2842,8.85,85,75,1.14,broken clouds
577,Shelburne,CA,44.0787,-80.2041,41.76,76,5,19.64,clear sky
578,Vila,PT,42.0304,-8.1588,47.93,82,67,4.18,broken clouds
579,Moyobamba,PE,-6.05,-76.9667,78.78,74,79,3.4,broken clouds
580,Tokur,RU,53.1333,132.9,-4.67,100,100,1.28,overcast clouds
581,Aguascalientes,MX,21.8833,-102.3,69.75,30,1,5.75,clear sky
582,Mahebourg,MU,-20.4081,57.7,79.09,69,40,11.5,scattered clouds
583,Igrim,RU,63.1906,64.4162,12.61,97,99,3.13,overcast clouds
584,Korla,CN,41.7597,86.1469,19.53,72,43,2.39,scattered clouds
585,Zyryanka,RU,65.75,150.85,-41.12,99,92,5.08,overcast clouds
586,Airai,TL,-8.9266,125.4092,61.39,91,100,1.32,overcast clouds
587,Ayagoz,KZ,47.9714,80.4392,20.03,96,100,2.26,light snow
588,Gamboma,CG,-1.8764,15.8644,72.46,95,100,1.57,overcast clouds
589,Sobolevo,RU,54.4299,31.8996,33.89,98,100,11.45,light snow
590,Malanje,AO,-9.5402,16.341,68.95,91,85,3.67,moderate rain
591,Garissa,KE,-0.4536,39.6401,83.5,56,99,7.02,overcast clouds
592,Dunedin,NZ,-45.8742,170.5036,54.81,75,32,1.01,scattered clouds
593,Bilibino,RU,68.0546,166.4372,-37.68,97,19,4.85,few clouds
594,Pinas,EC,-3.6667,-79.65,76.32,81,93,5.66,moderate rain
595,Faya,SA,18.3851,42.4509,55.51,37,16,5.66,few clouds
596,Trincomalee,LK,8.5711,81.2335,80.91,79,78,14.41,broken clouds
597,Venice,US,27.0998,-82.4543,85.26,73,1,8.05,clear sky
598,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,92.08,45,100,11.99,overcast clouds
599,Sagua La Grande,CU,22.8067,-80.0756,85.19,62,16,12.88,few clouds
600,Sambava,MG,-14.2667,50.1667,76.59,84,78,8.1,broken clouds
601,Okhotsk,RU,59.3833,143.3,-1.7,76,92,18.39,overcast clouds
602,Orel-Izumrud,RU,43.4583,39.9244,48.22,71,100,8.95,overcast clouds
603,Cascais,PT,38.6979,-9.4215,64.51,67,0,1.01,clear sky
604,Develi,TR,38.3906,35.4922,33.15,50,1,6.69,clear sky
605,Celestun,MX,20.8667,-90.4,83.48,60,38,6.26,scattered clouds
606,Kharhial,IN,20.2833,82.7667,63.73,58,46,2.62,scattered clouds
607,Souris,CA,49.6172,-100.2612,35.74,83,67,10.2,broken clouds
608,Maarianhamina,AX,60.0973,19.9348,30.06,93,20,1.14,fog
609,Dunmore East,IE,52.1514,-6.9861,53.78,79,75,32.21,broken clouds
610,Bure,ET,10.7,37.0667,58.28,35,91,5.59,overcast clouds
611,Limpapa,PH,7.1197,121.9106,74.53,85,47,4.41,scattered clouds
612,Lazarev,RU,52.225,141.5131,20.86,95,100,10.56,light snow
613,Udachnyy,RU,66.4167,112.4,-46.55,64,99,4.18,overcast clouds
614,Kedrovyy,RU,56.1667,91.8167,9.01,94,100,8.05,overcast clouds
615,Odienne,CI,9.51,-7.5692,84.22,21,4,1.99,clear sky
616,Romitan,UZ,39.9343,64.3814,44.55,93,40,4.61,mist
617,Taungdwingyi,MM,20.0167,95.55,68.34,76,2,4.27,clear sky
618,Ginir,ET,7.1333,40.7,58.1,55,52,2.57,broken clouds
619,Havre-Saint-Pierre,CA,50.2334,-63.5986,33.8,55,75,42.57,broken clouds
620,Geraldton,AU,-28.7667,114.6,61.12,77,33,8.05,scattered clouds
621,Sijunjung,ID,-0.6876,100.9537,72.25,99,100,0.94,overcast clouds
622,Mega,ET,4.05,38.3,64.65,49,75,14.2,broken clouds
623,Harindanga,IN,22.0383,88.3214,67.98,55,1,3.8,clear sky
624,Zhigansk,RU,66.7697,123.3711,-39.1,100,96,3.13,overcast clouds
625,Belyy Yar,RU,53.6039,91.3903,22.89,72,0,11.18,clear sky
626,Kushiro,JP,42.975,144.3747,38.52,60,35,25.86,scattered clouds
627,Zhuzhou,CN,27.8333,113.15,48.33,76,100,3.6,overcast clouds
628,Stolin,BY,51.8912,26.846,36.9,98,100,3.53,overcast clouds
629,Puerto Carreno,CO,6.189,-67.4859,89.58,58,40,13.8,scattered clouds
630,Hay River,CA,60.8156,-115.7999,-0.42,78,75,12.66,broken clouds
631,Buala,SB,-8.145,159.5921,80.74,83,100,6.42,light rain
632,Ketchikan,US,55.3422,-131.6461,36.07,55,40,14.97,scattered clouds
633,Kalmunai,LK,7.4167,81.8167,77.83,88,100,7.99,light rain
634,Orumiyeh,IR,37.5527,45.0761,38.53,52,1,4.05,clear sky
635,Shakiso,ET,5.75,38.9167,58.86,59,91,4.14,overcast clouds
636,Romanovo,RU,52.6182,81.2271,-3.84,99,69,5.32,broken clouds
637,Teykovo,RU,56.858,40.5369,18.91,93,98,7.05,overcast clouds
638,Verkhoyansk,RU,67.5447,133.385,-37.21,100,98,1.61,overcast clouds
639,Hammerfest,NO,70.6634,23.6821,31.73,100,90,6.91,light snow
640,Nargana,PA,9.4428,-78.5906,82.15,75,97,12.33,overcast clouds
641,Kaniama,CD,-7.5667,24.1833,68.65,97,85,3.33,moderate rain
642,De-Kastri,RU,51.4667,140.7833,18.84,91,96,10.25,overcast clouds
643,Opuwo,NA,-18.0607,13.84,80.78,39,82,7.72,broken clouds
644,Sechura,PE,-5.5569,-80.8222,77.65,60,59,11.21,broken clouds
645,Thibodaux,US,29.7958,-90.8229,61.02,73,90,4.0,overcast clouds
646,Doha,QA,25.2867,51.5333,67.98,71,0,10.36,clear sky
647,Sjenica,RS,43.2731,19.9994,23.04,97,100,3.24,light snow
648,Caravelas,BR,-17.7125,-39.2481,83.39,63,47,11.01,scattered clouds
649,Gat,IL,31.61,34.7642,69.4,40,100,2.39,overcast clouds
650,Vieste,IT,41.8825,16.175,46.9,61,94,31.0,overcast clouds
651,Charlottesville,US,38.0293,-78.4767,52.12,29,1,1.01,clear sky
652,Straznice,CZ,48.901,17.3168,32.86,94,91,5.01,overcast clouds
653,Swan River,CA,52.1058,-101.2676,22.89,74,85,2.3,overcast clouds
654,Krasnoarmeysk,RU,51.0239,45.6969,17.29,83,13,8.86,few clouds
655,Consuegra,ES,39.4625,-3.608,51.08,71,26,2.98,scattered clouds
656,Nouadhibou,MR,20.931,-17.0347,71.58,60,0,13.8,clear sky
657,Kashan,IR,33.9831,51.4364,52.38,48,0,0.96,clear sky
658,Kindu,CD,-2.95,25.95,71.19,96,100,0.72,overcast clouds
659,Temir,KZ,49.1414,57.13,15.28,79,11,14.97,few clouds
660,Leshukonskoye,RU,64.8989,45.7622,15.17,88,99,7.36,overcast clouds
661,Magistralnyy,RU,56.1725,107.4458,9.9,95,100,3.38,overcast clouds
662,West Bay,KY,19.3667,-81.4167,85.06,76,20,1.99,few clouds
663,Kasongo-Lunda,CD,-6.4667,16.8167,72.1,96,43,2.26,scattered clouds
664,Carmen,MX,18.6333,-91.8333,84.24,70,40,6.91,scattered clouds
665,Tumen,CN,42.9661,129.8425,13.62,56,75,17.36,broken clouds
666,Vanimo,PG,-2.6741,141.3028,79.09,88,100,7.25,overcast clouds
667,Yabrud,SY,33.9674,36.6574,40.66,47,100,6.73,overcast clouds
668,Seminole,US,28.7086,-81.2081,86.43,71,40,5.75,scattered clouds
669,Perelyub,RU,51.8667,50.3667,13.93,86,7,4.68,clear sky
670,La Rochelle,FR,46.1667,-1.15,52.68,93,90,8.05,overcast clouds
671,Coihaique,CL,-45.5752,-72.0662,63.21,41,40,11.5,scattered clouds
672,Suez,EG,29.9737,32.5263,67.46,49,100,2.89,overcast clouds
673,Sawakin,SD,19.1059,37.3321,81.86,70,9,14.12,clear sky
674,Raymondville,US,26.4815,-97.7831,66.2,42,7,7.76,clear sky
675,Zhengjiatun,CN,43.5064,123.5064,9.3,80,2,5.88,clear sky
676,Pioner,RU,55.3166,85.9508,2.64,78,40,6.71,light snow
677,Kissidougou,GN,9.1848,-10.0999,82.13,34,64,4.14,broken clouds
678,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,53,75,31.07,light rain
679,Qandala,SO,11.472,49.8728,76.57,78,28,9.95,scattered clouds
680,Barras,BR,-4.2444,-42.2944,102.97,22,62,5.91,broken clouds
681,Hearst,CA,49.6835,-83.6665,34.05,83,99,14.32,overcast clouds
682,Emirdag,TR,39.0197,31.15,47.23,65,23,6.26,few clouds
683,Shingu,JP,33.7333,135.9833,52.02,69,11,12.71,few clouds
684,Praya,CV,14.9215,-23.5087,79.34,61,40,10.36,scattered clouds
685,Edmonds,US,47.8107,-122.3774,42.85,87,90,1.99,moderate rain
686,Guilin,CN,25.2819,110.2864,51.91,70,57,7.61,broken clouds
687,Upata,VE,8.0086,-62.3989,77.13,82,100,4.56,overcast clouds
688,Pangai,TO,-19.8,-174.35,77.11,83,40,9.22,light rain
